date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:58:01	8752/8752	---M-Z	200	added ('OK')	text/html	date:Tue,%2018%20May%202021%2004:28:02%20GMT	http://slimhamdi.net/tunis/light/index.html	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/index.html	(from )
09:58:01	537/537	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2018%20May%202021%2004:28:03%20GMT	http://slimhamdi.net/robots.txt		(from )
09:58:02	159515/159515	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:21:42%20GMT	http://slimhamdi.net/tunis/light/css/bootstrap.min.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/bootstrap.min.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:02	842/842	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:21:43%20GMT	http://slimhamdi.net/tunis/light/css/preloader.min.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/preloader.min.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:03	27049/27049	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:21:41%20GMT	http://slimhamdi.net/tunis/light/css/circle.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/circle.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:03	31000/31000	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:21:43%20GMT	http://slimhamdi.net/tunis/light/css/font-awesome.min.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/font-awesome.min.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:04	1261/1261	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:21:42%20GMT	http://slimhamdi.net/tunis/light/css/fm.revealator.jquery.min.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/fm.revealator.jquery.min.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:04	30083/30083	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:21:43%20GMT	http://slimhamdi.net/tunis/light/css/style.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/style.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:05	2687/2687	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:22:07%20GMT	http://slimhamdi.net/tunis/light/css/skins/green.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/skins/green.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:05	2671/2671	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:22:06%20GMT	http://slimhamdi.net/tunis/light/css/skins/blue.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/skins/blue.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:06	2673/2673	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:22:08%20GMT	http://slimhamdi.net/tunis/light/css/skins/yellow.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/skins/yellow.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:06	2677/2677	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:22:06%20GMT	http://slimhamdi.net/tunis/light/css/skins/blueviolet.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/skins/blueviolet.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:07	2676/2676	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:22:07%20GMT	http://slimhamdi.net/tunis/light/css/skins/goldenrod.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/skins/goldenrod.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:07	2674/2674	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:22:07%20GMT	http://slimhamdi.net/tunis/light/css/skins/magenta.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/skins/magenta.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:08	2673/2673	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:22:07%20GMT	http://slimhamdi.net/tunis/light/css/skins/orange.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/skins/orange.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:08	2673/2673	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:22:07%20GMT	http://slimhamdi.net/tunis/light/css/skins/purple.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/skins/purple.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:09	2670/2670	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:22:07%20GMT	http://slimhamdi.net/tunis/light/css/skins/red.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/skins/red.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:09	2678/2678	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:22:08%20GMT	http://slimhamdi.net/tunis/light/css/skins/yellowgreen.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/skins/yellowgreen.css	(from http://slimhamdi.net/tunis/light/index.html)
09:58:10	3533/3533	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Mar%202021%2015:21:43%20GMT	http://slimhamdi.net/tunis/light/css/styleswitcher.css	C:/My%20Web%20Sites/jiya/slimhamdi.net/tunis/light/css/styleswitcher.css	(from http://slimhamdi.net/tunis/light/index.html)
